No,ARTICULO,EXIST,LUNES AM,LUNES PM,MARTES AM,MARTES PM,MIERCO AM,MIERCO PM,JUEVES AM,JUEVES PM,VIERNES AM,VIERNES PM,SABADO,NVA EXIST,PEDIDO,PP,OBSERVACIONES, FECHA DE VENCIMIENTO,BODEGA,COMPRAS,FECHA DE COMPRA,SEM 31 MAR,SEM 7 ABRIL,SEM 17 MAR, SEM 24 MAR,TOTAL,PROMEDIO,1 MES,2 MESES
121,LOSARTAN 50 MG BLIS X 10  CAJA X 100 BALAXI,6.0,,,,,,,,,,,,6.0,12.0,5.0,,2025-07-01,1.0,,2024-12-01,4.0,1.0,2.0,2.0,9.0,2.25,9.0,18.0
122,LUBRICANTE VIVE SASHET,1.0,,,,,,,,,,,,1.0,7.0,6.0,,2027-03-01,1.0,,2025-01-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
123,LUBRICANTE VIVE SASHET 5 ML FRESA,2.0,,,,,,,,,,,,2.0,6.0,6.0,,2026-09-01,1.0,,2025-01-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
124,MEBENDAZOL 100MG SUSP 30 ML SELEC,3.0,,,,,,,,,,,,3.0,9.0,10.0,,2027-04-01,0.0,4.0,2025-03-01,2.0,2.0,1.0,1.0,6.0,1.5,6.0,12.0
125,MEBENDAZOL 100MGX BLIST X 6 TAB,9.0,,,,2.0,,,,,,,,7.0,15.0,4.0,,2027-02-01,3.0,,2025-01-01,2.0,6.0,1.0,2.0,11.0,2.75,11.0,22.0
126,MELOXICAM 15 MG/1.5 ML AMP SELEC,15.0,,,,,,,,,,,,15.0,5.0,7.0,,2026-06-01,0.0,,2024-12-01,4.0,2.0,2.0,2.0,10.0,2.5,10.0,20.0
127,MELOXICAN 15MG CAJA X 30 TABS BLIST X 10 SELEC,11.0,1.0,,,,,,,,,1.0,,9.0,11.0,6.0,B Y F,2029-10-01,0.0,2.0,2025-03-01,1.0,2.0,5.0,2.0,10.0,2.5,10.0,20.0
128,MENOESTROGEN CAJA X 30 CAPS  BLIST X 10 FARMALINE,1.0,,,,,,,,,,,,1.0,7.0,16.0,,2026-01-01,0.0,,2024-04-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
129,METFO+GLIB 850/5MG BLIST X 10 CAJA X 100 INFASA,17.0,,2.0,,,1.0,,,,,,,14.0,14.0,10.0,,2027-06-01,1.0,,2025-02-01,2.0,2.0,7.0,3.0,14.0,3.5,14.0,28.0
130,METFORMINA 500 MG  BLIST X 10 CAJA X 30 SELEC,2.0,,,,,,,,,,,,2.0,10.0,8.33,,2028-06-01,2.0,,2028-02-01,2.0,1.0,2.0,1.0,6.0,1.5,6.0,12.0
131,METOCARBAMOL AMP SELECT,4.0,,,,,,,,,,,,4.0,10.0,8.0,B Y F,2027-01-01,5.0,5.0,2025-03-01,3.0,1.0,2.0,1.0,7.0,1.75,7.0,14.0
132,METRIZOL V OVULOS CAJA X 10 (METRO+NISTA),1.0,,,,,,,,,,,,1.0,7.0,38.0,,2026-05-01,2.0,,2024-12-01,2.0,1.0,1.0,,4.0,1.0,4.0,8.0
133,METRONIDAZOL 125 MG SUSP 120 ML SELEC,3.0,,,,,,,,,,,,3.0,13.0,13.0,,2027-06-01,9.0,12.0,2025-03-01,1.0,4.0,1.0,2.0,8.0,2.0,8.0,16.0
134,METRONIDAZOL 500 MG BLIST X 10 CAJA X 100  CAPLIN,12.0,,,,,,,,,1.0,,,11.0,13.0,5.0,,2027-08-01,2.0,1.0,2025-03-01,3.0,7.0,1.0,1.0,12.0,3.0,12.0,24.0
135,METRONIDAZOL 500 MGS X 10 OVULOS VAG CAPLIN,2.0,,,,,,1.0,,,,,,1.0,9.0,25.0,,2026-12-01,0.0,,2025-02-01,2.0,1.0,1.0,1.0,5.0,1.25,5.0,10.0
136,METRONIDAZOL+ NIST CAJA 5 OV CAPLIN,3.0,,,,,,,,,,,,3.0,5.0,26.0,,2026-09-01,2.0,,2025-01-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
137,MICONAZOL 2% CREMA 15 GRS CAPLIN,2.0,,,,,,,,,,,,2.0,2.0,12.0,,2027-06-01,0.0,,2025-01-01,,1.0,,1.0,2.0,0.5,2.0,4.0
138,MIGRAPTAN (CLONIXATO + ERGOTAMINA) BLISTER  X 10,1.0,,,,,,,,,,,,1.0,49.0,2.0,,2025-07-01,0.0,,2023-03-01,4.0,10.0,9.0,2.0,25.0,6.25,25.0,50.0
139,MUCOBROXOL 120 ML ,4.0,,,,,,,,,,,,4.0,6.0,32.0,,2026-08-01,2.0,4.0,2025-03-01,1.0,1.0,1.0,2.0,5.0,1.25,5.0,10.0
140,"NERVISEL 10,000 AMPOLLA SELEC PANAL",7.0,,,,,,,,,,,,7.0,19.0,10.0,,2026-07-01,0.0,,2024-11-01,2.0,2.0,5.0,4.0,13.0,3.25,13.0,26.0
141,"NERVISEL 25,000  AMPOLLA PANAL SELECT ",9.0,,,,,,,,,,,,9.0,11.0,12.0,,2027-01-01,0.0,,2024-12-01,3.0,2.0,3.0,2.0,10.0,2.5,10.0,20.0
142,"NERVISEL 25,000 KIT SELEC",4.0,,,,3.0,,,,,1.0,,,0.0,14.0,17.0,B Y F,2027-04-01,3.0,,2024-12-01,1.0,1.0,1.0,4.0,7.0,1.75,7.0,14.0
143,NERVISEL TABS BLIST X 10 CAJA X 30,6.0,,,,,,,,,,,,6.0,4.039999999999999,10.0,SOLER,2026-11-01,0.0,,2025-01-01,1.0,1.02,1.0,2.0,5.02,1.255,5.02,10.04
144,OLMERSARTAN MEDOXOMIL 40 MGS BLIST X 10 AJA X 30 CAP,6.0,1.0,,,,,,,,,,,5.0,3.0,49.0,,2027-06-01,1.0,2.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
145,PANTOPRAZOL 40 MG BLIST X 10 CAJA X 100 CAPLIN,6.0,,,,,,,,,,,,6.0,6.0,15.0,,2027-07-01,0.0,,2025-02-01,1.0,2.0,1.0,2.0,6.0,1.5,6.0,12.0
146,PIROXICAM 20 MG BLIST X 10 CAJA X 100  ,11.0,1.0,,,,,,,,,,,10.0,12.0,4.0,,2026-05-01,1.0,,2025-02-01,3.0,3.0,4.0,1.0,11.0,2.75,11.0,22.0
147,PIROXICAM AMPOLLA 40 MGS,14.0,,,,,,,,,,,,14.0,26.0,4.0,,2027-06-01,10.0,20.0,2025-03-01,9.0,2.0,1.0,8.0,20.0,5.0,20.0,40.0
148,PREDNISONA 5MG BLIST X 20 CAJA X 100  SELEC,10.0,1.0,,,,,,,,,,,9.0,-1.0,10.0,RABI,2028-04-01,0.0,1.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
149,PREGABALINA 150MGS CAJA X 10 TABS  CAPLIN,23.0,2.0,,,4.0,,2.0,,,,2.0,,13.0,33.0,9.5,,2026-06-01,0.0,,2024-08-01,2.0,5.0,6.0,10.0,23.0,5.75,23.0,46.0
150,PRENATALES BLISTRER X 10 CAJA X 100  TABS CAPLIN,0.0,,,,,,,,,,,,0.0,0.0,4.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0
151,PROPANOLOL 40 MG CAJA X 100 BLIST X 10 CAPLIN,7.0,,,,,,,,,,,,7.0,21.0,3.0,,2026-09-01,1.0,1.0,2025-03-01,3.0,6.0,2.0,3.0,14.0,3.5,14.0,28.0
152,PROPOLDERMA SPRAY BUCAL 30 ML ,2.0,,,,,,,,,,,,2.0,6.0,55.0,,2026-05-01,2.0,2.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
153,RECOVER 1 LT CEREZA ,1.0,,,,,,,,,,,,1.0,7.0,23.0,,2026-11-01,1.0,1.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
154,RECOVER 1 LT COCO ,1.0,,,,,,,,,,,,1.0,9.0,23.0,,2027-09-01,2.0,,2025-02-01,1.0,1.0,2.0,1.0,5.0,1.25,5.0,10.0
155,RECOVER 1 LT MANZANA ,1.0,,,,,,,,,,,,1.0,7.0,23.0,,2026-11-01,2.0,1.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
156,RECOVER 1 LT MELOCOTON ,1.0,,,,,,,,,,,,1.0,9.0,23.0,,2027-04-01,1.0,,2025-02-01,1.0,2.0,1.0,1.0,5.0,1.25,5.0,10.0
157,RECOVER 500ML CEREZA,1.0,,,,,,,,,,,,1.0,9.0,15.0,,2026-11-01,0.0,,2025-02-01,1.0,1.0,1.0,2.0,5.0,1.25,5.0,10.0
158,RECOVER 500ML COCO,1.0,,,,,,,,,,,,1.0,9.0,15.0,,2026-11-01,0.0,,2025-02-01,1.0,1.0,2.0,1.0,5.0,1.25,5.0,10.0
159,RECOVER 500ML MANZANA,1.0,,,,,,,,,,,,1.0,7.0,15.0,SOLER,2027-01-01,0.0,2.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
160,RECOVER 500ML MELOCOTON,2.0,,,,,,,,,,,,2.0,8.0,15.0,SOLER,2027-04-01,0.0,,2025-02-01,2.0,1.0,1.0,1.0,5.0,1.25,5.0,10.0
161,RECOVER DIABETICO LITRO CEREZA,1.0,,,,1.0,,,,,,,,0.0,4.0,29.0,,2026-09-01,1.0,,2025-01-01,,,1.0,1.0,2.0,0.5,2.0,4.0
162,RECOVER DIABETICO LITRO COCO,1.0,,,,,,,,,,,,1.0,3.0,29.0,,2026-10-01,1.0,,2025-02-01,,1.0,1.0,,2.0,0.5,2.0,4.0
163,RECOVER DIABETICO LITRO MANZANA,1.0,,,,,,,,,,,,1.0,-1.0,29.0,,2026-11-01,1.0,,2025-03-01,,,,,0.0,0.0,0.0,0.0
164,RECOVER DIABETICO LITRO PIÑA,1.0,,,,,,,,,,,,1.0,1.0,29.0,,2026-12-01,0.0,,2025-04-01,,,1.0,,1.0,0.25,1.0,2.0
165,RESTALER (LORATAD + BETA) CAJA X 10 TAB,17.0,,,,,,,,,,,,17.0,47.0,6.0,,2025-12-01,0.0,1.0,2025-03-01,9.0,12.0,8.0,3.0,32.0,8.0,32.0,64.0
166,SALBUTAMOL 2MG 120 ML SELEC,1.0,,,,,,,,,,,,1.0,7.0,11.0,SOLER/RABI,2027-01-01,1.0,1.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
167,SEXTRON (SILDENAFIL) 100 MG X 1TAB,5.0,,,,,,,,,,,,5.0,3.0,9.0,,2027-05-01,0.0,3.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
168,SILDENALFIN 100 MG X4 TBS UMEDICA,16.0,,,,,,3.0,,1.0,,,,12.0,16.0,17.0,,2026-08-01,12.0,,2025-02-01,2.0,2.0,4.0,6.0,14.0,3.5,14.0,28.0
169,SIMETICONA 100MG/ML GTS. FCO 30ML SELECT,3.0,,,,,,,,,,,,3.0,7.0,25.0,SOLER,2027-06-01,0.0,,2025-01-01,2.0,1.0,1.0,1.0,5.0,1.25,5.0,10.0
170,SIMETICONA 40MG MAST BLIST X 10 SELEC CAJA X 30,150.0,,60.0,,,,,,,,,,90.0,-4.0,0.7,,2027-01-01,0.0,,2024-11-01,3.0,20.0,10.0,10.0,43.0,10.75,43.0,86.0
171,SOLUTO VITAL 15 ML,2.0,,,,,,,,,,,,2.0,8.0,30.0,,2027-02-01,1.0,,2024-12-01,1.0,1.0,1.0,2.0,5.0,1.25,5.0,10.0
172,SUERO EN POLVO CEREZA  1LT CAPLIN X 50,60.0,,2.0,,,,,,,,,,58.0,-44.0,4.0,,2026-08-01,1.0,1.0,2025-03-01,2.0,3.0,1.0,1.0,7.0,1.75,7.0,14.0
173,SULFACETAMIDA 10% 15 ML GOT SLECT,1.0,,,,,,,,,,,,1.0,7.0,20.0,B Y F,2026-01-01,0.0,,2024-08-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
174,TADALALFIL 20 MG X 4 TAB BALAXI DISP X 10 CAJITAS BLIST X 4,8.0,,,,,,,,,,,,8.0,8.0,9.0,,2027-06-01,0.0,10.0,2025-03-01,1.0,1.0,5.0,1.0,8.0,2.0,8.0,16.0
175,TAPE-C B X 2 CAPLIN,35.0,,,,4.0,,,,,1.0,,,30.0,22.0,1.5,,2025-10-01,0.0,,2024-12-01,5.0,13.0,6.0,2.0,26.0,6.5,26.0,52.0
176,THIORELAX (TIOCOLCHICÓSICO) 8 MG X 10 TABS,22.0,,,,,,,,,,,,22.0,50.0,8.0,BYF,2026-03-01,1.0,,2025-01-01,11.0,12.0,4.0,9.0,36.0,9.0,36.0,72.0
177,TINIDAZOL 500 MG BLIST X 10 CAJA X 100 CAPLIN,9.0,,,,1.0,,,,,,,,8.0,4.0,6.0,,2026-05-01,1.0,,2024-03-01,1.0,1.0,1.0,3.0,6.0,1.5,6.0,12.0
178,TOALLITAS DE ALCOHOL X 200,225.0,,,,,,,,,,,,225.0,-145.0,0.25,,2028-01-01,1.0,1.0,2025-03-01,4.0,16.0,8.0,12.0,40.0,10.0,40.0,80.0
179,TOSIFLEM JARABE 240 ML,4.0,,,,,,,,,,,,4.0,8.0,37.0,,2026-12-01,5.0,6.0,2025-03-01,1.0,2.0,2.0,1.0,6.0,1.5,6.0,12.0
180,TOSSADIOS FCO CON  100 CARAMELOS,90.0,,7.0,,,,,,,,,,83.0,-33.0,0.5,,2026-11-01,0.0,,2025-01-01,2.0,2.0,5.0,16.0,25.0,6.25,25.0,50.0
181,TRAMADOL 50MG CAJA X 100 BLIST X 10 CAPLIN,24.3,,,,,1.0,,,,,,,23.3,12.7,12.0,B Y F,2027-08-01,1.0,4.0,2025-03-01,4.0,4.0,2.0,8.0,18.0,4.5,18.0,36.0
182,TRAMADOL AMPOLLA  2ML BANDEJA X 10 AMP ,9.0,,,,,,,,,,,,9.0,11.0,9.0,,2027-02-01,10.0,,2025-02-01,3.0,3.0,3.0,1.0,10.0,2.5,10.0,20.0
183,TRESBIOT 20 GRS CAPLIN,2.0,,,,,,,1.0,,,,,1.0,7.0,25.0,B Y F,2026-11-01,0.0,,2025-01-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
184,TRILOX 180 ML,4.0,,,,,,,,,,,,4.0,4.0,20.0,,2026-10-01,0.0,,2025-02-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
185,TRILOX 360 ML,3.0,,,,,,,,1.0,,,,2.0,10.0,28.0,,2027-06-01,2.0,3.0,2025-03-01,2.0,2.0,1.0,1.0,6.0,1.5,6.0,12.0
186,TRIMETOPRIM 120 ML SELEC (SULFABAC),4.0,,,,,,,,,,,,4.0,12.0,16.0,,2028-05-01,7.0,6.0,2025-03-01,1.0,5.0,1.0,1.0,8.0,2.0,8.0,16.0
187,TRIMETOPRIM BLISTER X 10 TABS CAJA X 100  CAPLIN,20.0,,,,,,5.0,,1.0,,,,14.0,22.0,6.0,,2027-02-01,2.0,1.0,2025-03-01,3.0,7.0,2.0,6.0,18.0,4.5,18.0,36.0
188,UNIACT-V  JABON INTIMO FEMENINO 200 ML CAPLIN,2.0,,,,,,,,,,,,2.0,6.0,43.0,,2026-09-01,2.0,,2025-02-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
189,UNICIL L-A 2.4 MEGA (PENI BENA) VIAL UNIPHARM,2.0,,,,,,,,,,,,2.0,6.0,47.0,,2026-11-01,0.0,,2025-01-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
190,UNIPEC 120 ML ,0.0,,,,,,,,,,,,0.0,0.0,25.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0
191,VALSARTAN 80 MG CAJA X 30 TAB CAPLIN,4.0,,,,,,1.0,,,,,,3.0,7.0,35.0,,2025-08-01,0.0,,2025-02-01,1.0,1.0,2.0,1.0,5.0,1.25,5.0,10.0
192,"VENDA ELASTICA 2"" X 5 ",3.0,,,,,,,,,,,,3.0,9.0,6.0,,2027-08-01,0.0,,2025-01-01,3.0,1.0,1.0,1.0,6.0,1.5,6.0,12.0
193,VENDA ELASTICA 3 X 5,2.0,,,,,,,,,,,,2.0,6.0,8.0,,2027-08-01,2.0,2.0,2025-03-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
194,"VENDA ELASTICA 4"" X 5 ",2.0,,,,,,,,,,,,2.0,6.0,11.0,,2029-02-01,3.0,,2024-12-01,1.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0
195,VENDA ELASTICA 6 X 5 ,1.0,,,,,,,,,,,,1.0,11.0,15.0,,2027-05-01,3.0,,2024-07-01,1.0,2.0,1.0,2.0,6.0,1.5,6.0,12.0
196,VENOTROPA X 30CAPS FARMALIN,3.0,,,,,,,,,,,,3.0,9.0,16.0,,2026-06-01,0.0,,2024-11-01,1.0,1.0,3.0,1.0,6.0,1.5,6.0,12.0
197,VIRIMAN PLUS (TADALAFIL 20 MG SELEC) CAJA X 1 TAB,6.0,,,,1.0,,,,,,,,5.0,11.0,8.0,,2027-03-01,6.0,6.0,2025-03-01,3.0,2.0,1.0,2.0,8.0,2.0,8.0,16.0
198,"VITAMINA C 500 MG MASTICABLE BLIST, X 10 CAJA X 100 ",4.0,,,,1.0,,,,,,,,3.0,9.0,10.0,,2027-03-01,1.0,1.0,2025-03-01,2.0,2.0,1.0,1.0,6.0,1.5,6.0,12.0
199,VITAMINA E 1000 UI BLIST X 10 CAJA X 60 GELC KURANTIS,8.0,,,,,,,,,,,,8.0,2.0,26.0,,2026-03-01,0.0,,2024-10-01,1.0,1.0,1.0,2.0,5.0,1.25,5.0,10.0
200,VITAMINA E 400 IU BLIS X 10 GEL CAPS CAJA X 60  KURANTIS,58.0,,,,,,,,,,,,58.0,42.0,1.5,,2026-02-01,0.0,,2025-02-01,10.0,10.0,10.0,20.0,50.0,12.5,50.0,100.0
201,ZIGNET PLUS CAJA X 10 TABS ,20.0,,,,,,,,,,,,20.0,30.0,2.3,,2026-03-01,1.0,,2024-11-01,13.0,3.0,7.0,2.0,25.0,6.25,25.0,50.0
202,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0
203,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0
204,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0
205,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0
206,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
